ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
231.3231313,40.2325982,0.4376,0.4279,0.1664,15.585,0.168,6.5,2.341,14.295,0.177,6.1,0.6232,1,0,0000,BB,10,57045.02496907,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.412262,207.257613
231.3233409,40.2327402,0.2937,0.3307,0.0989,15.159,0.109,9.9,0.432,14.485,0.219,5.0,0.4443,1,0,0000,BB,10,57045.15638212,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.413394,69.508188
231.3232646,40.2324399,0.3523,0.5084,0.108,15.412,0.162,6.7,0.7079,14.686,0.221,4.9,0.5738,1,0,0000,BB,10,57045.22196128,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.953044,169.263591
231.3233309,40.2326614,0.2943,0.3365,0.1409,15.14,0.114,9.6,1.044,14.356,0.171,6.4,0.9429,1,0,0000,BB,10,57045.2220886,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.385658,111.119509
231.3234519,40.2326997,0.2558,0.2864,0.0868,14.982,0.093,11.7,0.8164,14.485,0.186,5.9,0.5863,1,0,0000,AB,10,57045.28766775,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.692308,90.0893
231.323434,40.2327588,0.2933,0.3313,0.0729,15.192,0.105,10.3,1.13,14.158,0.164,6.6,0.7092,1,0,0000,AB,10,57045.35337427,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.677054,71.780965
231.3232246,40.2324811,0.3708,0.4014,0.0635,15.287,0.165,6.6,1.079,14.303,0.188,5.8,0.8529,1,0,0000,BB,10,57045.4190808,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.790933,175.096355
231.3231093,40.2324229,0.2941,0.3802,0.0618,15.3,0.123,8.8,0.803,14.162,0.177,6.1,0.4197,1,0,0000,BB,10,57045.55049384,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,1.028233,194.030049
231.3233324,40.2324979,0.2891,0.3466,-0.0907,15.165,0.109,10.0,0.7681,14.256,0.248,4.4,0.8534,1,0,0000,AB,10,57045.61620031,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.813485,153.428566
231.3231858,40.2326278,0.2565,0.3059,0.0089,15.112,0.101,10.7,0.7526,14.162,0.197,5.5,0.6161,1,0,0000,AB,10,57045.68190689,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.262841,188.539056
231.3232523,40.2327558,0.3263,0.3766,0.0938,15.378,0.12,9.0,0.9072,14.241,0.279,3.9,0.6636,1,0,0000,BB,10,57045.7476134,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.247018,35.585295
231.323441,40.2328321,0.3421,0.4068,0.0778,15.45,0.132,8.2,0.3214,14.603,0.284,3.8,0.7712,1,0,0000,BB,10,57045.81331993,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.815393,54.321954
231.3232786,40.2325951,0.2814,0.3261,0.0911,15.239,0.102,10.7,1.056,14.444,0.223,4.9,0.3825,1,0,0000,AB,10,57045.87902645,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.435062,150.229328
231.3231829,40.2324667,0.2683,0.358,0.0774,15.07,0.107,10.1,0.4972,14.916,0.321,3.4,0.3805,1,0,0000,AB,10,57046.01043949,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.841191,183.202732
231.3232623,40.2327847,0.4192,0.4856,0.124,15.631,0.148,7.3,0.6863,14.849,0.276,3.9,0.5484,1,0,0000,BB,10,57046.14172517,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.349701,29.315453
231.323131,40.2326743,0.3228,0.3834,0.0417,15.328,0.115,9.4,1.114,14.796,0.347,3.1,0.5571,1,0,0000,BB,10,57217.59605281,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.211006,243.993037
231.3231894,40.2324808,0.3738,0.4157,-0.044,15.267,0.14,7.7,0.8682,14.487,0.211,5.1,0.5565,1,0,0000,BB,10,57217.72721065,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.78966,182.114268
231.3231567,40.2325403,0.2897,0.3157,0.0843,15.186,0.104,10.4,1.153,14.667,0.248,4.4,0.5599,1,0,0000,AB,10,57217.85849581,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.587111,191.694568
231.3236463,40.2329355,0.4814,0.5692,0.2689,15.597,0.283,3.8,1.096,14.13,0.188,5.8,0.7851,1,0,0000,BB,5,57217.98965365,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,1.491063,55.348045
