Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,Mean UV Flux Change DESI - SDSS,Mean UV Flux Change DESI - SDSS Unc,SDSS mjd,DESI mjd,W1 Max mjd,W1 Min mjd,W2 Max mjd,W2 Min mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux
131244.36+272802.5,3.2046350569810307,1.0633922248534111,-8.860733757456712,2.9402522336044563,0.2015940952147673,0.0668948537402868,0.9382056900008908,0.3267894335190873,3.1043277128939217,,,,0.2235555701848181,,0.9787916550449046,,5.056565509110555,,0.9584986725228976,,,,53794,59267.50019499,56831.69884862,55369.583166,56656.19326961,55369.583166,24,23,0.2148719597027554,0.0227513996846047,0.0629070367234519,0.22839954655576,,0.0720141656617866,0.0293287216513694,0.0325712548840179
142741.21+332937.3,3.3539622937512257,,,,0.1550616072751851,,0.8289429752819624,,1.5249377909355155,,,,0.1705191861788344,,0.8163531309347746,,2.4394500423433705,,0.8226480531083684,,,,55269,59311.33460277,59018.85126991,55209.1674089,59749.749164,55209.1674089,24,19,0.1870594382230472,,0.0462323644973829,0.2088791966579211,,0.1118204212607418,0.0243209162059505,0.0354880551694513
142030.56+513909.1,2.5850215836948687,,,,0.1805816083230601,,0.9534417977627162,,,,,,,,,,2.5850215836948687,,0.9534417977627162,,,,57835,59231.5316127,58841.36774411,55552.9373615,,,14,8,0.1893997187314433,,0.069856905436336,,,,0.0383483136951181,
165002.32+355533.7,1.9391283674925544,1.3936613578390529,-1.9976242995379705,1.4357026798315164,0.0938352823873743,0.0674398916840667,0.3146203597944091,0.2314849828616619,2.4333431829170085,,,,0.135094118404138,,0.4838837518965235,,2.1233652833158447,,0.3992520558454663,,0.4452220362197635,0.1638423214686936,52409,59311.41551938,57439.66512185,55430.1785946,59997.524374185,55248.7994004,23,23,0.2982492374259939,0.046973438603584,0.0483904438511777,0.2791871350807979,,0.0555179061270724,0.014045409689798,0.0205661475997987
114639.33+565414.5,2.463651326499192,1.1611370152237228,-4.174845759668549,1.9676355546989148,0.0915846431974363,0.0431645168692403,0.3614459261478246,0.1732024673315577,2.6759585708240445,1.4902857603909971,-2.421754708401007,1.3487154085417965,0.1039131800764817,0.057870975385556,0.4401242497397036,0.2578334531877619,2.9340525913481983,0.7607485518019489,0.4007850879437641,0.1553038829782317,0.0338143871975922,0.0678428154771835,56658,59307.35829043,55327.91192,57709.34168874,58076.34830628,59902.87470045,23,22,0.2533840792549973,0.0219372519296874,0.0371743526416851,0.2360996471744912,0.0429082184566461,0.0388321333556678,0.0211406467155382,0.0210538556475316
122133.20+330701.3,5.462088858112623,1.5939063330835137,-4.400708864357782,1.284182281022129,0.2688455937574033,0.0784525308252843,0.6323001703145225,0.2056666958123441,2.929660541202511,1.342767111508258,-3.269287922102189,1.498430360142719,0.177301167506146,0.0812634000461873,0.4275789759021987,0.2037971031910454,4.015436546443776,0.7175469753559954,0.5299395731083606,0.1447688235044315,inf,,53503,59351.16097771,60083.12994821,55542.49339735,60291.58526201,58987.78752686,24,24,0.4251866540280585,0.0610914291410725,0.0492202892961174,0.4146629687113067,0.0542323502030801,0.0605193554040123,0.0229426205330941,0.0192565399188991
161501.19+424846.9,2.499222776362453,1.3028058026481109,-2.992913849358945,1.5601592489669447,0.1074620785452181,0.0560183032971179,0.3390591892451898,0.1808719260599697,2.944593804757264,1.060598480998318,-8.332931990990689,3.0013970000305568,0.15715600638047,0.0566052340997262,0.5776111034128496,0.2118644344631228,4.192415605367338,0.944214386780058,0.4583351463290197,0.1392849527291283,0.4807680356257995,0.0997357711465042,57898,59312.44716139,58152.80086672,60346.64434499,58681.87580997,57057.407329255,24,24,0.3169419439256287,0.0359055034505037,0.0429981991047737,0.2720792683033696,0.0188596290657816,0.0533710307094207,0.0148499542766786,0.018383954373121
095946.01+024743.5,1.0331081009913443,1.2093351915818091,-1.5191261502811704,1.778257969542925,0.1269061762547458,0.1485537716979278,0.1455134847829727,0.1709044385453426,1.6926150206745127,1.1036727740998815,-3.624405139829545,2.363300116256481,0.1830222628855105,0.1193400071094682,0.2336730161484452,0.1531099142203167,1.9673136029441436,0.8451321658337072,0.189593250465709,0.114728999109915,0.4853003574933756,0.0771749378446006,52235,59198.43399897,56796.950318300005,60062.570919625,59175.98411975,59540.29098712,23,23,0.8721265691906226,0.0835389320572601,0.1228392034995852,0.7832408974823267,0.0504971866622278,0.1081298822531868,0.0283913332326172,0.0209967890493536
141945.05+512241.4,3.376487444568101,2.326231378557483,-1.6076046787464262,1.1075594117881022,0.104511379629264,0.0720031259411436,0.3886726073012244,0.2837857286210318,2.8903958826960983,,,,0.1845297576322377,,0.930188432338709,,2.6248293353368752,,0.6594305198199667,,0.4566383331950898,0.1277608807871967,57835,59231.53161272,56652.89380995,60097.253194085,59206.76903755,55553.0366216,24,23,0.2688930932255456,0.0650106217100336,0.0309526931004573,0.1983788996045534,,0.0638423818470542,0.0199794922380666,0.0185974893533326
132550.58+192809.7,4.740679572466761,1.098679343327971,-10.417282280712506,2.414264174678212,0.3294072505819636,0.0763419961683988,0.220675176531957,0.0513559219960505,5.331783012974626,2.0011108686928343,-3.076028526004161,1.1544869888397726,0.4806194985975851,0.180384854374025,0.2918138937632349,0.1129673761813671,5.891443348039513,0.8793837586909641,0.256244535147596,0.0620464721103604,0.0812109693006092,0.0355279372059674,54506,59347.19751097,55204.935996,58279.84448166,55376.22993315,57026.5680625,25,25,1.4927245363923412,0.0316212272745894,0.0694852384656236,1.6470069070376028,0.1562467625168359,0.090142359024743,0.0492930598807335,0.0257685181284865
153722.08+425656.6,2.5422071656946943,,,,0.1460630607667977,,0.742610218422731,,1.5195279833468494,,,,0.1345244752649396,,0.7490416053244534,,2.030867574520772,,0.7458259118735922,,0.1128795078174948,0.1639811656481548,57903,59338.37569314,57578.11346378,55398.6268264,57941.93131939,55398.6268264,22,10,0.1966887300272123,,0.0574552155850303,0.1795954648028787,,0.088530436253396,0.022182514690675,0.0308488656775873
115634.41+524502.1,3.823738216989387,1.271043997110347,-4.873662836667495,1.6200481154704525,0.1376142007805657,0.045744162882833,0.4811537012830771,0.1668446851628694,4.769660443590262,1.132507790541857,-8.972664781990375,2.1304688012289006,0.164852020070363,0.0391424503325266,0.8264161193730333,0.210469896171313,5.60993156980938,0.7929998403088316,0.6537849103280552,0.134289543674722,1.3821283407367329,0.1983871801581058,57423,59308.26450978,56988.05218436,59334.529996575,57876.13049171,55333.0712601,23,19,0.2860088167535536,0.0282362989382875,0.0359894409531298,0.1994782243543716,0.0183726935170082,0.0345626322921793,0.020168062235198,0.0316962221072609
162510.77+325758.8,3.072413299104367,1.266941113768057,-3.949587891114045,1.6286530471507643,0.1150239722069444,0.0474313138471225,0.4256066419259771,0.1813968965691743,1.6823328735811507,1.0168653416618416,-9.12170258764054,5.5135005467581015,0.2056022154321514,0.1242737215238523,1.0081668657855,0.6194776712785499,4.456509162860026,1.4935351087253577,0.7168867538557384,0.3227450306734493,0.1077437482468834,0.0699323538154881,58256,59308.48025929,57432.94713244,59259.63087449,60518.35540253,55241.85280685,24,24,0.2702588749236433,0.0291230314093605,0.0374376625177592,0.2039366918411459,0.0225398946585621,0.1222125648620833,0.0232549081124314,0.0168323212912995
121550.25+553750.4,6.570324419581621,1.1283345340184934,-12.571731559274042,2.1589678020255705,0.4567088919453436,0.0784315022922514,0.4921074094373808,0.0866781342864624,7.361271796820364,1.501892106165535,-6.569213584769859,1.3402915011157293,0.3271354596365706,0.0667441955732733,0.5445431610558112,0.1199206718981322,8.26813534011147,0.7900293506164524,0.518325285246596,0.0739832185564427,1.422618077729754,0.2917304155811424,56429,59306.3293028,56988.708806335,59699.8634695,57516.394080165,59541.8483305,23,23,0.9280674974341316,0.0363282408466981,0.0695108586395229,0.600752122205134,0.0497982681511536,0.0444400734908163,0.104632970221429,0.0713559199049677
144939.94+350619.8,2.929304721075704,,,,0.2082936514083359,,1.1222676574652102,,1.214331219788575,,,,0.1122887630971533,,0.587815152213687,,2.0718179704321398,,0.8550414048394486,,0.1513124671602518,0.5710586616846058,58220,59354.27372677,58658.84766663,55576.1514953,58862.56227009,55388.636555,22,9,0.1856006898379257,,0.0711068568284169,0.1910273368664938,,0.0924696337105651,0.0292831284855435,0.0247274654519919
120343.71+545658.8,5.478932595233895,2.0303104133109,-3.100761433834004,1.1490391821542858,0.2101487782916929,0.0778741562327932,0.3626997523794748,0.1409414080786631,5.102942929717227,1.5008420566318184,-4.559604609625349,1.3410391717073813,0.2162620166727266,0.0636054791019239,0.4955471510722434,0.1553793342684229,4.5605603921026185,0.7702825924430637,0.4291234517258591,0.104889487114885,0.3098724588270524,0.0666508170140844,56412,59307.34375238,59334.00759299,55332.4102496,59698.29638436,57349.71401889,23,23,0.5794014936956028,0.0677732817490089,0.0383557882194974,0.4364105740589736,0.0474299934288592,0.0423798619054339,0.047636699770295,0.0306316609590612
083901.00+232352.4,2.257405240942034,1.4565559215574864,-2.131568096811232,1.3753614447700064,0.156264693081109,0.1008273835417648,0.5516726119156365,0.3835258138415053,2.9959045696385505,1.163380652974785,-5.039195307453193,1.956838808106517,0.2073612520288266,0.0805232820937518,0.7554959573226858,0.3144828091573757,3.1060183037112523,0.7581163713858425,0.6535842846191612,0.2479876444191844,0.6112211991527876,0.0982924379583305,58511,59226.35471247,59517.54855671,59150.511059085,59672.43709131,56962.15753133501,23,18,0.2832562097626943,0.0733097353609658,0.0692231462242456,0.2744703661468554,0.0411496755686627,0.0692149056182534,0.0283691085980565,0.0266006636218605
101912.60+325318.1,2.8292900408923227,,,,0.1197578817416681,,0.6323023209526366,,,,,,,,,,2.8292900408923227,,0.6323023209526366,,0.1079066865579914,0.1434579827864949,58171,59203.43642803,57707.77479208,55516.8358375,,,13,4,0.1893997187314433,,0.0423278914536093,,,,0.0365977843971263,
160354.11+422218.6,5.010670669392368,2.172164329416617,-2.5985062764476674,1.12647248559828,0.1576516473482044,0.0683432034229192,0.3829296710462507,0.1753322277618475,3.110491364395529,1.2079783827749797,-4.590103654693402,1.7825948829289175,0.207798655939458,0.0806998814456897,0.7186994115838918,0.3009424362435567,3.8274429912322416,0.8148655726826943,0.5508145413150713,0.1741463034521115,0.4486005491709769,0.1445496974268475,52824,59321.47337721,59611.94982881,58678.40865682,60502.444849905005,58880.94008086,24,24,0.4116986989215652,0.0606701045047021,0.0314631828252489,0.2891315236804006,0.0452710159882735,0.0668057331127939,0.0410185191308868,0.02528782153245
122716.20+543434.0,2.890512597467501,1.4619763823065826,-2.710335405841758,1.3708455569235858,0.1594684147633425,0.0806566476520946,0.5017590766310142,0.2702476066831542,3.81785784258426,1.4009866057829954,-3.890988540843372,1.427822368914297,0.1118085124399583,0.0410288268446563,0.4481047569091024,0.1723426125103027,3.327423596684223,0.7079032715577555,0.4749319167700583,0.1602620861314749,0.2288658190415255,0.0730475432178824,56419,59307.32351862,58084.694423635,55527.2132589,58973.86167012,58084.628971895,23,23,0.3178186946493708,0.0588371514535175,0.0551695968746372,0.2495142279032725,0.0287352458806583,0.029285666740351,0.0186664821998404,0.0177781701696686
150238.58+330005.7,6.640317723551533,1.1926124966881022,-10.217995026787214,1.8351695005228823,0.5917500862760323,0.1062793343917893,0.2823311233071258,0.0513037200545484,8.68760732057119,3.23684770786,-2.822022988954576,1.051435488076972,0.3479888876884982,0.1296544597277227,0.1923401947847154,0.0728517121839318,7.091985764966129,1.0115851216152123,0.2373356590459206,0.0445517779094334,0.1207004051188696,0.0220490433957485,53171,59292.46147514,58663.6886656,55217.1734366,58869.43075775,55580.714595950005,25,25,2.0959435125128376,0.0579125439701934,0.0891147247634317,1.809236431719324,0.1233118543153368,0.0400557800148843,0.078357439389805,0.0524063891462724
093053.11+314745.2,3.650924868010808,2.0565735909273264,-2.031587779954989,1.1443976326422003,0.1965113250326083,0.1106952391491946,0.4621764038604473,0.2807748435732672,2.016155479899272,,,,0.1263516875647756,,0.4467717137468204,,2.5662227092883563,,0.4544740588036339,,0.1515944940250357,0.1110343990555435,58434,59294.18947309999,57699.06364963,58794.34285142,59158.68303141,55316.7921275,23,23,0.4251868407629575,0.096727951886461,0.0538250805308071,0.2828104010997827,,0.0626696149302375,0.0437240950584274,0.023896744317678
151119.76+322021.5,2.463746395626989,1.2317727907288154,-3.4256247496504235,1.7126727675202849,0.1283338100450002,0.0641616749291125,0.2217998962662326,0.1118169499851291,1.4110964604739693,1.0378058959534495,-5.083882774174183,3.738995642864825,0.134822246040066,0.0991564544064337,0.492794986516177,0.3655656411463446,3.096087594981391,1.1041864004670854,0.3572974413912048,0.191142138401449,0.0341782943018567,0.0468954326480622,55691,59292.46147521,58872.43950071,58505.191323145,59397.92885419,57219.69381448,22,20,0.5786017586363411,0.0374628920047639,0.0520888879930115,0.2735868864924831,0.0265195426466076,0.0955443159390967,0.029579029483945,0.0189325604543701
161251.11+542252.6,2.461759261107414,1.1432087321533917,-4.443534899129937,2.063519361364569,0.317427730995736,0.1474092774362998,0.1759808186215817,0.0820198333633412,7.914100730018737,4.313946376937911,-1.8859069084048137,1.0280007233033863,0.3636131989413314,0.1982041795639422,0.2067019053535712,0.1149275239984691,4.176325449665225,1.25578554076239,0.1913413619875764,0.0705967223696839,0.2539541643879663,0.1097735267656059,56809,59311.39483452,57575.49514372,57044.95620645,55217.66514195,60490.53761514501,25,25,1.8037632367099796,0.0714358586579098,0.1289434495121762,1.7591187576106648,0.1928054864854872,0.0459449798967204,0.0548013112323748,0.0437645269650239
080934.31+335238.2,6.833947768859907,1.1799117635518717,-10.912453783193056,1.8840841375282629,0.3608158976857549,0.0622964846316018,0.6834488024268423,0.1255242815917947,1.9287380559866756,1.19530918525851,-2.945534190578942,1.8254547643541303,0.2517252641558023,0.1560033097667742,0.5995583658142736,0.3910964323913958,5.655168449654646,0.7787415309379078,0.6415035841205579,0.2053732971313541,1.285285108468725,0.1533761608400867,52289,59254.20777394,59142.760827795,57480.67391491,58775.83084979,57480.6411253,22,22,0.5279340550521741,0.0330645980138279,0.0527975790698718,0.4198511412878521,0.0854599702019843,0.1305129348044249,0.093679082912193,0.0491879491729769
160235.49+430814.0,3.2729243826789034,1.7587020278212824,-2.2622883135840763,1.2156379370305304,0.1265820810200245,0.0680187308188096,0.5667513453445041,0.3360145619225331,2.221551466541058,1.113324761874074,-4.5395295819369474,2.27497348900013,0.3126154014136511,0.156666398496237,1.4842767016715177,0.888158476948319,3.0740734361852464,0.8286210238125268,1.025514023508011,0.4747976584817867,0.0588960951669462,0.1115406748773358,56096,59311.38455022,58310.344243235,59405.25141083,60136.60332543,59974.90833286,22,16,0.2233467676077252,0.0559531162584155,0.03867552873813,0.2106180074521141,0.0688651534858514,0.1407194053894197,0.0217432607169366,0.049633755791364
155738.01+421628.1,2.1781569271228194,1.2903128258360768,-2.6712138111858104,1.582393535656015,0.1618724432146878,0.0958912037183794,0.4662224836808677,0.2879223529050498,2.817636956904757,1.3578073093345724,-3.0676533077716237,1.4782891293321023,0.1515055577801746,0.0730098862646647,0.5170508471688536,0.2639656720946038,2.6836652507462526,0.7157974543030173,0.4916366654248607,0.1953056305811073,0.663557112360274,0.2078651340367565,52764,59315.38208559,58147.663138885,59974.42030959,60500.30640157,59974.29017003,25,25,0.3471999933093971,0.0605988343339798,0.0743162447108478,0.2930186820305071,0.0493880965610908,0.0537704324926967,0.0311451160746689,0.020031388938926
132229.23+194052.7,6.593159292222724,1.154459549061146,-11.429231119366609,2.001253787352581,1.0190722783721355,0.1784391474263303,0.7579231507283866,0.1419108146063271,9.675196480653282,2.068963037665836,-5.341738455439102,1.1422878536142616,0.6184786861393266,0.1322566982246954,0.4723126058911209,0.1092935385621785,8.259831336920428,0.8262574948054039,0.6151178783097537,0.0895596963953006,0.1976578972890689,0.0483068810463403,54506,59347.19751097,57390.24119545501,60477.17013846,57390.17567988,60477.17013846,24,24,1.3445588479422708,0.0891636775675432,0.1545650928795594,1.309468937362854,0.1157822853549811,0.0639241474192331,0.2321978331555041,0.1303288173523009
090952.01+315503.2,5.979777915774836,1.5276005602244311,-5.178192715724988,1.3228267345220608,0.2051797813193778,0.0524154497549754,0.3696194732630942,0.0980401094200881,6.131706516472882,3.256792076556028,-1.9783100942510352,1.0507588095774896,0.1428161166663493,0.0758552934511644,0.3206873508287042,0.1780858056633425,4.816996810555935,0.9935486508906824,0.3451534120458992,0.1016444996468877,0.2110185264253594,0.0791668747863848,58142,59251.15305477,55312.6240956,59676.25806029501,55503.9408246,58216.66065456,23,23,0.555110853624672,0.0396238210092671,0.0343122745040593,0.4453437789089312,0.072190965956941,0.0232914142714874,0.0362801808703983,0.0350019121399833
140512.89+000502.1,4.234331751178234,1.0565998880219698,-12.410868990012668,3.096904908656211,0.4314184140525592,0.1076525588368719,0.382929671046248,0.0962807717071129,3.1937061029112965,1.4030992556059894,-3.24491328636936,1.4255962414514285,0.2990516536526786,0.1313831451946433,0.3765743321417349,0.1711160159143154,5.77095503261789,0.9587829362448748,0.3797520015939915,0.0981716327445273,0.3330680836852436,0.0510606451145974,51688,59352.29709243,59394.06583765,60125.92388672,57043.65328438,60489.95205172,25,25,1.1266257139955471,0.0347613381786345,0.1018858321463626,0.7941371148475453,0.0921601371934591,0.0936378126278029,0.0855722398758518,0.0427774779144227
142022.71+515158.5,2.0299322094577184,,,,0.1335254368706007,,0.6695521270292383,,1.87670541974784,,,,0.2708713378682917,,1.3184623234966002,,1.9533188146027791,,0.9940072252629192,,,,56449,59231.5316127,60460.7003803,55363.866408450005,58634.64737179,55552.7720128,24,18,0.1994250058812372,,0.0657782738992407,0.205444883058875,,0.144333434015812,0.0131769561835773,0.051564931912366
142931.58+012123.5,5.281317053367088,1.3400964458342028,-5.920035555552228,1.5021666995261578,0.1833396421624223,0.0465211234924318,0.5275661119085882,0.14188192207548,2.510210591328266,1.192619498531652,-3.862588096549389,1.835143989374812,0.1767884009039271,0.0839934684207863,0.5958793995547748,0.2976571550664659,4.393537824199243,0.743406769849083,0.5617227557316815,0.1648713602889346,,,51999,59311.34644743,58142.92640468,59238.25858282,57221.55759256,59969.64468237,25,24,0.3475197478078155,0.0309693481469842,0.0347147577601944,0.2966848678373824,0.0457694158644199,0.0704277169073613,0.0366119481497211,0.042467069966377
120015.01-012541.9,2.204927282997055,1.563527615606775,-1.8344998030038064,1.300855191434207,0.1173324364637358,0.083201158619671,0.5660283286320364,0.4377242012712301,,,,,,,,,2.0197135430004307,1.0169615078564105,0.5660283286320364,0.4377242012712301,,,55209,59315.18047504,57745.540116265,58633.98203178,,,11,3,0.2072907494706174,0.0639588166058213,0.0532137442211932,,,,0.0197591214572636,
160629.01+440654.6,3.176899093270612,,,,0.1478309951168279,,0.94446463506605,,3.249653228826044,,,,0.2991508973542364,,1.7139375722500008,,3.213276161048328,,1.3292011036580254,,,,57897,59313.41259930001,59406.42782081,55593.1441246,59042.00292487,55407.2927876,25,23,0.1565235897969747,,0.046533110047457,0.1745401362323372,,0.0920562522488919,0.0216083758270096,0.0335631775963743
120841.59+572252.7,3.755894771103657,1.1770918425250705,-6.04889105508424,1.8957134720710795,0.1995743073327406,0.0625462914846069,0.7354027904517437,0.2472085393875556,3.265695143929092,,,,0.1432324314588223,,0.6888835910972279,,4.356826990038996,,0.7121431907744857,,0.0914439258058984,0.0670221019145793,56429,59307.33334729,58601.38239351,59696.73050952,60061.31542337,55331.0215034,23,22,0.271380949221237,0.032993536421026,0.053136288286931,0.2079196446393607,,0.0438597067840488,0.0229108130572075,0.0202759580212571
121105.69+445944.3,5.072751642295208,1.4970562591302488,-4.55330417022136,1.3437583758130816,0.2273085474422178,0.0670826619747953,0.4361501886878319,0.1353256949268555,5.580547133108779,,,,0.2264549813069939,,0.8603725145591,,5.068867648541783,,0.648261351623466,,0.4410120675571619,0.1211055383232511,57787,59335.38730815,60438.30291032,55343.6545497,60438.30291032,55533.729089,23,23,0.5211703521809332,0.0499216698345823,0.0448097134397398,0.2632057364396878,,0.0405793510753562,0.031171315757812,0.0200263296953827
113253.60+530338.5,3.424574186880635,1.114732694577591,-6.952407865903444,2.2630773729040894,0.3375525750772622,0.1098766944570783,0.3842038906929194,0.1268516288732814,8.96976942879362,1.2490776423747636,-11.984272683619576,1.6688597391566506,0.2173542233926112,0.030267478230146,0.381656624373965,0.0545193727830351,7.8327560412993185,0.8181318644390857,0.3829302575334422,0.0690356751188475,0.7155804702484688,0.0848581092475688,56416,59307.39542858,60426.43411779,55328.80417755,60059.17028791,55328.80417755,23,23,0.8785766704977386,0.0485518947662312,0.0985677508083803,0.5695020327477335,0.0181366219820495,0.0242318629389611,0.0352593661928146,0.0219210812674304
