Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd,Redshift
120015.01-012541.9,2.331067050267942,1.5907183737789317,-1.8843189830869167,1.2858578341246152,0.1205188122661238,0.0822419453939348,0.5813998578031426,0.4354174935436917,,,,,,,,,2.107693016677429,1.0227188414048036,0.5813998578031426,0.4354174935436917,56652.97072229,60300.63072299,,,11,3,0.2072907494706174,0.0639588166058213,0.0517011350026465,,,,0.0197591214572636,,10,2.0,1981.0113094899932,1092.569393974998,,,1.516
160629.01+440654.6,2.94452521112981,,,,0.1479802417947984,,0.9454181442346302,,3.249653228826044,,,,0.2991508973542364,,1.7139375722500008,,3.097089219977927,,1.3296778582423154,,55227.09586695,60501.583536455,55227.09586695,60500.68994351,25,23,0.1565235897969747,,0.05025606207597,0.1745401362323372,,0.0920562522488919,0.0208144661734577,0.0334784742976211,11,15.0,366.0482576500072,4179.331953860004,180.1969206500071,3814.907057920005,1.5182406902313232
120841.59+572252.7,3.677130399688255,1.1712613922248971,-6.030082321580711,1.920737599026715,0.1978888913584293,0.0630327437987963,0.724500239968392,0.2466433658853886,3.438220083895688,,,,0.1432324314588223,,0.6888835910972279,,4.381810935054884,,0.70669191553281,,55331.0215034,60428.42466528,55331.0215034,60428.520678375,23,22,0.2731384759335107,0.0328169469014073,0.053816120139554,0.2079196446393607,,0.0416588897638374,0.0227837387999571,0.0202759580212571,5,17.0,4365.70900612,3270.360890110001,0.0,4730.293919969998,0.51
121105.69+445944.3,4.922419675993281,1.5123393614760738,-4.338710026131868,1.333003356570986,0.2273085474422178,0.069837130136095,0.4361501886878319,0.1409910065770973,6.293902017610446,,,,0.2264459388326563,,0.8603086033653944,,5.185010573245198,,0.6482293960266132,,55343.6545497,60438.30291032,55343.6545497,60438.30291032,23,23,0.5211703521809332,0.0523908134153119,0.0461782136437503,0.2632147789140255,,0.0359786247385257,0.031141893273367,0.0199650741808896,6,11.0,0.0,5094.648360620005,190.07453930000335,5094.648360620005,0.50897515
113253.60+530338.5,3.287634498791976,1.1072109936584515,-6.916873876902415,2.329467828941861,0.3375492217120079,0.1136799754710316,0.3841986074619037,0.1311385988372878,9.23463218363675,1.2554254651547163,-12.1667130627797,1.6540346277472266,0.2173455272566036,0.02954758827741,0.3816355271877101,0.0532455174172799,7.901463405527711,0.8278081072514287,0.3829170673248069,0.070767961024112,55328.80417755,60426.43411779,55328.80417755,60426.43411779,23,23,0.8785800238629928,0.048800835134379,0.1026723687916155,0.5695107288837411,0.0178639478168927,0.0235359159882651,0.0352593661928146,0.0219165399926417,0,1.0,0.0,5097.629940239996,0.0,4730.366110359995,0.509
013332.08+245953.1,5.812713912304241,,,,0.4771007897885273,,0.4092894923597328,,9.711671223176106,,,,0.4935780353584967,,0.5290060470213879,,7.762192567740174,,0.4691477696905603,,55213.1813735,60513.72208515,55213.1813735,60513.72208515,25,25,1.1656805236749002,,0.082078835632803,0.9330290988876754,,0.0508231821296228,0.0497220352514145,0.0579790481663395,0,2.0,365.3291895999937,4936.215321494994,365.3291895999937,5096.552941545,0.5090037000000001
111802.18+541840.6,3.727779102915615,1.892714598460459,-2.3197493269402605,1.177812122084865,0.2217632577020682,0.1125964129490842,0.2788065888012635,0.1454711959939364,3.106424917944717,1.180790530169122,-4.947274930934667,1.8805203869069376,0.284209404286692,0.1080315095427346,0.6364187271104657,0.2553885217742963,3.525307069683815,0.7866158984800445,0.4576126579558646,0.1469567673824231,55325.4634655,60422.871327925,55325.4634655,60422.871327925,23,23,0.795401782488518,0.0955979403147723,0.0594893773422948,0.4465761175462091,0.0574476673025724,0.0914908332871382,0.0367057836213219,0.0173822784312844,7,8.0,190.8719974999985,5097.407862425003,2017.9558336200064,5097.407862425003,0.508
120448.23+543901.4,2.840291068166995,1.1482666250839415,-5.032653804249359,2.034590209358609,0.172086386304136,0.0695707057065335,0.8180259048274223,0.3564387505475662,3.3483579428595203,,,,0.3388105234280332,,1.7189434625401836,,3.740434271758625,,1.2684846836838028,,55332.9394655,60430.2208956,55332.9394655,60271.49207865,20,13,0.2103678933498332,0.0341939646551554,0.0605875884457128,0.1971039366980418,,0.1011870681718952,0.0426341428702852,0.0460155261439348,14,10.0,4574.8222121200015,3843.39375168,190.37228129999855,4001.329424739997,1.1944966316223145
162054.47+434307.5,2.8548526055414336,1.1088559384255992,-5.958461962467479,2.314331716509776,0.1466144440044929,0.0569466516687353,0.7085934923481929,0.2878368684502671,1.9075895254979915,,,,0.2240348874313087,,1.269463765212428,,3.5736346978356344,,0.9890286287803104,,55233.580103,60507.741611005,55233.580103,60142.50479057,24,17,0.2069091031567768,0.0246060887739187,0.0513562219359086,0.176479938672231,,0.1174439702235325,0.0211077081512545,0.040878025926724,11,11.0,4018.203690559996,5274.161508004996,179.136886100001,4017.418906305,1.196912169456482
121335.00+523634.3,3.5317490618894443,2.4869964785151835,-1.5509904155386176,1.0921805694744713,0.10985827571688,0.0773602937399699,0.3765767504174335,0.2804988504977046,3.0363762639621936,1.342884988896987,-3.3877071954799334,1.4982665994272697,0.1009588356093991,0.0446506272774857,0.3727768445731649,0.1698927378936982,2.8767057342175475,0.8450648191429134,0.3746767974952992,0.1639688594821822,55337.76824,60433.26866693,55337.76824,60433.39695992,23,23,0.2917287793128563,0.0708310474495931,0.0311059120542689,0.2708291490717417,0.0298015235035967,0.0332497776404223,0.0194884215878045,0.0150190347682396,0,3.0,2015.1592891100008,0.0,4572.860579660002,0.0,1.194812
122442.34+542122.0,11.142123496932223,1.5444502648850806,-9.466553156515172,1.3121933654885505,0.6844691425248906,0.0948767574483707,0.5240512732310233,0.0782194055929577,6.700311944756091,1.864605564243027,-4.257489581313578,1.184801368723885,0.411635075869974,0.1145524356527096,0.4021756765118624,0.1181921633372819,7.891619544879266,0.7494867511617455,0.4631134748714428,0.0708654762307824,55336.7765334,60433.68614434,55336.7765334,60433.62171137,23,23,1.3061110190703582,0.072303945396833,0.061430762521466,1.0235205655402997,0.0966849285261129,0.061435210668383,0.0974100740041756,0.045373076191826,1,0.0,190.23839645000407,4207.88163638,190.23839645000407,4365.534499354995,0.463965
020106.36-030041.4,1.7048503209899368,1.0281114361950097,-7.140010191944138,4.305789219445515,0.2077534011321897,0.1252858652649274,0.3225056314012607,0.195032077002734,5.178713438800694,1.4949739586937758,-4.660126398479164,1.34526995793016,0.2613844769734814,0.0754556109157184,0.6364796480856655,0.2032636546212099,4.670925087553483,1.2155639721033331,0.4794926397434631,0.1408488767704333,55210.0662913,60509.933151410005,55210.0662913,60509.933151410005,25,25,0.6441853440807163,0.0290970734700899,0.121860200027153,0.4106721680098418,0.0560895680981495,0.0504728597290399,0.0310130071571528,0.0367688873855274,5,6.0,4568.674508665004,5299.866860110007,4568.609311690001,5299.866860110007,0.46394148
120629.59-004831.2,5.070803237407417,1.0334028536415516,-19.456882636755548,3.9652096716085703,0.6503470877941017,0.1325372933869765,0.8297849657353437,0.1727688832142788,11.594119371086313,1.87251261621574,-7.323537966638669,1.1827907578789223,0.5050003878630307,0.0815602778616869,0.7362009553009184,0.1400511312014704,10.861335802971986,1.1644769929174097,0.782992960518131,0.1112018506567231,55364.2193246,60461.29784975,55364.2193246,60461.29784975,24,24,0.783753761093723,0.0334250403795696,0.1282532682389405,0.685954540301587,0.0689557957046836,0.0435565972455322,0.1892126466252185,0.1505428069803061,3,3.0,5097.078525149998,2015.4049698699964,5097.078525149998,0.0,0.4629140000000001
114749.54+530005.8,12.036291543121813,3.4090346782007,-3.693170989728471,1.0460155382081824,0.5381064897464933,0.1524077144142403,0.3365751778603043,0.1001414541670272,3.3809626202824234,1.1200198046839045,-6.7026100350139854,2.2203901153043955,0.4373565427566264,0.1448841778542306,0.3956561796131478,0.1331346319300129,6.453258797036673,1.0868602305026835,0.366115678736726,0.0832963700617062,56795.84165174,60428.68036037,56795.84165174,60428.68036037,21,21,1.5987705723499157,0.1457031075038461,0.0447070003097421,1.105395455175883,0.0652516766560944,0.1293585856681528,0.0528179016802676,0.0503710467551938,2,3.0,1648.300810665001,3110.7477526500006,1648.300810665001,2901.410115690007,0.46441278
114845.68+554057.1,3.922486298744357,1.5883032854026828,-3.178726896020209,1.2871383066304034,0.290078172963947,0.1174592031818521,0.4507385945643792,0.1933816201483672,3.579308442503839,1.9042438950252327,-2.208715554261785,1.175068641781566,0.1581676550074165,0.0841474816368824,0.6143592374659024,0.368824407900215,3.222309297882547,0.7577253572145873,0.5325489160151408,0.208223374572928,55329.4001829,60426.56311113,55329.4001829,60426.30639779,21,21,0.6435618703658956,0.0912560853614468,0.0739526287336695,0.2574514150056953,0.0716106945967882,0.0441894454049266,0.0300458365879949,0.0515517208511674,13,16.0,5097.162928229998,4574.777312659993,3112.451532399995,3270.706157089997,0.4647747
160534.46+433654.5,2.665579817361358,1.216706956678219,-3.845927763035162,1.7554781266309485,0.0964165931966675,0.0440094642514679,0.4172087678260185,0.1957397081149173,2.3612312051492843,1.095312732820532,-5.283705790603946,2.450971432321125,0.3588842320412818,0.1664769075159168,1.6302684539632837,0.9082505895505651,3.5391111440374377,0.8576512336113792,1.0237386108946511,0.4645517104563986,56691.764207715,60340.10133032,56869.59802985,60501.83878512,21,13,0.2310991537859398,0.0250697878736486,0.0361709645941533,0.2201381196874735,0.0679228265660605,0.1519902969512856,0.0156980513532039,0.0363394424841314,14,12.0,2553.121874279997,3283.957561315001,1458.091317475002,3810.074577405001,1.1421608924865725
122359.47+454606.8,2.4989793132355533,1.1487147545888714,-4.420752982769908,2.0321033274683566,0.2048664342800169,0.0941716862284743,0.2525094924283897,0.1169646179528328,3.967152493674983,1.216416410909765,-5.728067418877999,1.7563517465561742,0.2268767194208378,0.0695654036987183,0.337827114803057,0.1054840075816321,4.153738052139611,0.791100098884445,0.2951683036157234,0.0787521391905228,55345.5401021,60440.35572022,55345.5401021,60440.35572022,23,23,0.8113217143237333,0.0463419772781907,0.0819800440903875,0.6715764054436545,0.0396078996334994,0.057188807282442,0.0490499460965248,0.0368833245433261,2,6.0,2182.6794080550026,1652.1093086949986,4936.871848980001,2543.3572911599986,1.144593
124822.42+584840.6,2.8162203390060334,1.1951621415376872,-4.30264525809297,1.8259788304612312,0.1329558585187882,0.0564244943466961,0.3677290178146109,0.1591919150688881,1.8911916114623255,1.3028312050208457,-2.264666039783092,1.5601156264113265,0.1141544172753565,0.0786403324316288,0.3277142845267182,0.23068750871372,2.818680812086105,0.745567784913216,0.3477216511706645,0.1401417073000065,56800.31807859,60432.98145566,56800.31807859,60432.98145566,21,21,0.3615593333072707,0.0309009575606326,0.0472107443715551,0.348335189112117,0.0504067333858594,0.0603611059733333,0.0243548083227978,0.0334932021139911,0,3.0,1283.4261486400064,3474.533304600001,1283.491664060006,3474.6624253550035,1.1388822793960571
123453.45+580131.2,4.250740273009072,1.558738519826152,-3.5550630678300785,1.3036349878689115,0.2451802812622054,0.0899071512630134,0.4669883741930499,0.1818993881854479,7.392136829301682,1.7789148230273166,-5.024436884357638,1.2091287617295563,0.2505267701780482,0.0602891687919403,0.8138769683006402,0.2360958165301203,5.055594263624618,0.7397491240622458,0.6404326712468451,0.1490206546130976,55334.4948967,60431.409086065,55334.4948967,60431.50509892,23,23,0.5250243792168786,0.0689665068057027,0.0576794312320201,0.3078189701093808,0.0498616613053698,0.0338909811821915,0.0480572340663129,0.0404547725078831,1,3.0,4733.185396369998,0.0,5097.010202220001,0.0,1.144
153947.62+431341.6,13.773216249235476,1.1976933775199874,-20.895643775923343,1.817046484754736,1.238825378736398,0.1077259606737557,0.8441712426669686,0.0809429058505096,11.074703262160003,1.460047142949645,-10.41020338963972,1.3724419839311977,0.7833402367730661,0.1032726247903949,0.7856969096894737,0.1193563248602536,14.038441669239637,0.7395717516410765,0.8149340761782211,0.0721070147275403,55220.0164404,60493.88959271,55220.0164404,60493.88959271,25,25,1.4675048332878629,0.0592862987147499,0.0899445239455354,0.9970005317733284,0.0752473518003163,0.0707323905868954,0.1762883632968415,0.1379531251567627,0,0.0,0.0,3285.925031644998,0.0,3652.8460142600015,0.347375
123807.76+532555.9,14.45326456670714,1.0532550278163035,-43.7083283625613,3.1851639048631863,1.4657819364055555,0.1068161581818466,0.7045138893544746,0.0525810203853649,14.920664316707883,1.61575111098752,-11.75675176523662,1.2731326382709518,1.3013514382152251,0.1409226819563883,0.7442165843743492,0.0933499678412126,21.209752252803234,0.9838106277935234,0.7243652368644119,0.0535700014017211,55341.90321545,60436.6691005,55341.90321545,60436.6691005,23,23,2.0805578975151344,0.0335355295276193,0.1014152843906255,1.7486192400687364,0.1106897095559313,0.0872180628551502,0.2263272025285405,0.1678596949472224,1,2.0,2543.26355851,0.0,2543.26355851,0.0,0.3476118743419647
123401.63+582857.2,6.100727440372723,,,,0.4290557622060906,,0.4648726069084614,,4.147143456992462,,,,0.2864653583087904,,0.4216738913479808,,5.123935448682593,,0.4432732491282211,,55333.8664846,60430.9923089,55333.8664846,60430.9923089,23,23,0.9229534195603324,,0.0703286233321509,0.6793528463264249,,0.0690753433729869,0.0957300927874669,0.0475122026351521,0,0.0,0.0,3112.5646833499995,0.0,3634.895493085002,0.34846267
112015.67+542742.9,8.1870766746093,1.827821407883007,-5.350994962118677,1.1946465794765977,0.6077157557551329,0.1356767393814644,0.3353674581097211,0.0777674093366664,2.947736271463214,1.1376608174098886,-5.433930193269587,2.097192182784626,0.3351736779526959,0.1293582346987453,0.2866644474714913,0.1116651785217072,5.479934525365195,0.8085712219701657,0.3110159527906062,0.0680383752914878,55325.6288775,60423.16000308,55325.6288775,60423.16000308,23,23,1.81208922052392,0.1135706088414094,0.0742286630391346,1.169219555857302,0.0616816311640953,0.1137054495673456,0.0921584305432703,0.0622766236568372,3,4.0,4575.421961560001,3477.441588835005,2182.5734844499966,3634.8912775100034,0.347079
115715.92+285401.4,10.14422440641001,1.1996709732448068,-15.306733417235389,1.8101969199587309,1.5434199945196267,0.1825271299973267,0.9160187280420028,0.1214099863910833,21.87005130465425,1.4405939126821663,-21.0903017613939,1.3892313241911871,1.1783035342724948,0.0776155883275681,0.781559467665516,0.059069647449248,17.10282772242339,0.7382960884041176,0.8487890978537594,0.0675085328778175,55349.9359894,60444.3922059,55349.9359894,60444.3922059,23,23,1.6849218768907694,0.1008327480755453,0.1521476588731967,1.5076313230419127,0.0558694487923068,0.0538774929175285,0.2197058192041856,0.1754533653963852,1,0.0,5094.4562165000025,0.0,4938.679742009997,0.0,0.349155
093442.68+325334.5,3.486844764597614,1.3266208949059803,-3.999887887001494,1.521815625993281,0.1335086477250286,0.0507953102819316,0.4513667915023396,0.1791233924146074,1.896364063978496,,,,0.1623434229779019,,0.7187399790690099,,3.127698905192535,,0.5850533852856747,,55317.1561871,60412.10744205,55317.1561871,60411.52920047,23,21,0.2957874842335108,0.0333780974609048,0.0382892433527753,0.225872259378401,,0.0856077301092238,0.0289219122131361,0.0223571102738511,4,17.0,3999.5898536499953,2904.0205129949973,0.0,4573.179542455,0.6016913056373596
141658.28+521205.1,5.769099539111509,1.3129801851047798,-6.780530199706644,1.543170079899587,0.3958032648733561,0.090080235304543,0.7231337681108624,0.1817504318907251,4.208444902824238,1.1410300861748943,-7.658687955296589,2.0764899100269063,0.3297761329427698,0.089411765647114,0.9274692780672976,0.2754069015305568,6.104190649234745,0.7793848081169098,0.8253015230890801,0.1649865001319251,55362.8410216,60459.70816339,55362.8410216,60459.547845035,24,24,0.5473444642301315,0.0583734978262437,0.0686074598280052,0.3555655596808255,0.0430590898686117,0.0783605679906753,0.1280374425382843,0.0714137225707836,1,1.0,4573.356196615008,1288.9324672900038,4937.875464035002,1288.9325309449996,0.602
145954.07+351733.9,1.6575514189395812,1.0320727698777474,-6.492756972688929,4.042708778972954,0.1529827256455272,0.0952545445024182,0.2375931879244999,0.1481924337654312,1.972256726575493,1.1826571364673832,-3.1235780595162685,1.8730431153423444,0.199046899813444,0.1193578064072923,0.4428533520199727,0.2728770889307594,3.311535794430068,1.1809857346798451,0.3402232699722363,0.1552601873377777,55215.3202789,60488.29767852,55215.3202789,60488.201602185,25,25,0.6438851508408594,0.0235620594285343,0.09229440721869,0.4494645889108388,0.0637240036973077,0.1009234229658615,0.0392062583861276,0.0354254901266021,0,0.0,363.37702535000426,4016.5579678150025,175.96235120000347,4177.543299115001,0.602
121359.29-002000.4,2.8795880305960893,1.1476090716338092,-5.114418005688324,2.038261180798224,0.174413524668264,0.0695094371132988,0.4873045356084812,0.1996797990016746,2.886376661097493,1.0946323288865851,-6.483049521786753,2.458638088357518,0.3388493457187999,0.1285055597369026,1.2775576640558848,0.5460073562532094,4.340858054792165,0.8914397205998831,0.882431099832183,0.290687140759601,55368.45298105,60302.986605565005,55368.45298105,60303.115790045005,23,19,0.3579148395376201,0.0341023210215275,0.060568915697347,0.2652321341355731,0.0522669685894072,0.1173960939629959,0.0314403104914621,0.0344204661033837,6,15.0,4729.990249320006,3839.405305760003,4363.019575605002,2379.4774015800067,0.601
095601.64+005805.1,3.266340709772189,1.256667921818269,-4.291823553578503,1.6512046553350392,0.2177688889954856,0.0837828020671232,0.4015501243040501,0.1589920447752452,6.319244640653536,1.7692266164096326,-4.329709601013766,1.2122077721374094,0.1910682082657728,0.053494203632943,0.4657398678518293,0.1396882772952547,4.551779626254499,0.7460437982522278,0.4336449960779397,0.105819758452202,55332.1346905,60429.408224085,55332.1346905,60429.408224085,23,23,0.54232056178021,0.0507404105217491,0.0666705981846804,0.4102466236078362,0.0441295666159771,0.0302359251984921,0.0280408807643418,0.0230197039970616,2,3.0,2182.380708179997,0.0,1823.476213675,0.0,0.60187
165220.33+305948.5,4.210012163989283,,,,0.1952803365163222,,1.178357165610277,,2.532943080742782,,,,0.4018267912785769,,2.411535100702464,,3.371477622366033,,1.7949461331563703,,55251.18221145,60363.94412278,55251.18221145,60000.29016155,19,12,0.165722534911718,,0.0463847440125399,0.1666269718245144,,0.1586402767332386,0.0346296380648087,0.0287715820715659,10,9.0,181.4428024499939,1464.7242388550003,181.4428024499939,4749.107950099999,2.323
123850.21+583400.6,2.205112909473354,,,,0.1382738851012628,,0.7815548806421341,,,,,,,,,,2.205112909473354,,0.7815548806421341,,55334.42887205,60431.31320063,,,21,7,0.1769215297941143,,0.0627060340117852,,,,0.0271972440654184,,14,4.0,190.36973744998977,4208.398814479995,,,0.79871416
142653.5+511907.1,3.0740964565078306,,,,0.1220071063369853,,0.6084230900221218,,2.7466159987673224,,,,0.2125830241873659,,1.1880455706632858,,2.9103562276375765,,0.8982343303427038,,55367.6699179,60303.58916917,55367.6699179,60303.13724638,23,16,0.2005300396021283,,0.0396887697127061,0.178935075755285,,0.0773981598748324,0.0120824084370472,0.0281244646037629,4,11.0,187.119065400002,4935.919251270003,187.119065400002,2544.505550150003,0.79831856
140640.19-010806.2,1.6500758321746047,1.0684301163004426,-4.385911237795446,2.8398935142911346,0.1534352782517501,0.0993499019806025,0.2067024353169537,0.1341946354412646,3.6676474020769465,1.2503130997986789,-4.886797169920266,1.6659252779180411,0.2006296880392111,0.0683953225770543,0.4912468210372879,0.1745968869681496,3.647607910491816,0.9200926571908774,0.3489746281771207,0.1101048058898687,55217.3123629,60490.59077858,55217.3123629,60490.71862571,25,25,0.7423002927685654,0.0349836715639675,0.0929868041576856,0.4084091325325491,0.0410554563782897,0.0547025561741831,0.0279002684351333,0.0202006746619431,3,10.0,4748.231267150004,0.0,4542.021135950003,2189.944876020003,0.7983958999999999
155920.40+421207.2,4.2675814496495725,1.3271399316131638,-4.891069006955638,1.5210331809693711,0.3081691518878267,0.0958349810043532,0.3982992611474391,0.1280401361362825,2.1290218442865747,1.3306006678666678,-2.425461139827277,1.5158699386761267,0.19655721913781,0.1228447550975812,0.2953885528218101,0.1880849731111629,3.428283360179765,0.7134074109511856,0.3468439069846246,0.113765365524865,56690.77651031,60500.81715391,56690.77651031,60500.8809502,22,22,0.7737125873646831,0.0630065025558985,0.0722116626299262,0.6654192156741463,0.0810391128970251,0.0923227817813562,0.0396698188752883,0.0407221779434435,0,0.0,3445.761236209997,2188.920878439996,3445.761236209997,2350.441377749994,0.797481894493103
121848.81+572521.7,4.090457563465479,1.5340277287463011,-3.5162869273738075,1.3186988411755165,0.1998720351444139,0.074957199617718,0.3446452222690727,0.1335922413405185,1.8412425306767,1.082807059643917,-4.433562097381542,2.607311235989133,0.1407321040718057,0.0827624352949789,0.2252669325131588,0.1329696216115825,3.470387279724382,0.8682867727603764,0.2849560773911158,0.0942441075318648,55332.51001875,60429.83697107,55332.51001875,60429.83697107,23,23,0.5799356040060498,0.0568417877359318,0.0488630017652793,0.6247348534547339,0.0317424456860369,0.0764332246985862,0.0359639033346544,0.0264558136293192,0,0.0,190.536610150004,2906.243663124995,1655.1466533800049,3112.5147017950003,0.7979999999999999
023044.93+011246.0,5.900391808933737,1.150266704663631,-10.38014224859782,2.0235829085377333,0.4514782526138667,0.0880145621982506,0.4363220004569648,0.0870147009869329,3.96694584595307,1.8609558252384852,-2.527611143408813,1.1857415916234284,0.2410455061235193,0.1130781856338527,0.4283549256743928,0.2136583238267737,5.69377276172336,0.8018393302736245,0.4323384630656788,0.1153488594745434,55217.0804798,60519.303559595,55217.0804798,60520.5459945,25,25,1.0347363922539516,0.0434944186506551,0.0765166563905615,0.5627237873920149,0.0953649483434536,0.0607634980370163,0.0722992602061125,0.0433453237498591,7,9.0,365.6243424999993,4205.840373585001,3634.0092701299945,2909.5147286099964,0.266
121727.53+544746.9,5.423526777992452,,,,0.1300158841098216,,0.5725545659719905,,1.382238995127353,,,,0.2215721555113193,,1.0252262837173862,,3.4028828865599023,,0.7988904248446884,,55334.9241524,60432.08225874,55334.9241524,60432.2423862,23,23,0.2270803375554289,,0.0239725716184161,0.2161202448964894,,0.1602994534898827,0.0255069716173346,0.021939924749044,2,16.0,190.37139380000008,2016.9865164099972,0.0,4938.862112215,0.26821965
161003.12+543627.8,2.8217046518704105,1.1576263185118598,-4.838481362065399,1.9850246774208653,0.2367645252032587,0.0971344911961553,0.4427052694632518,0.186085360202661,2.0144578080051363,1.1112523799753986,-4.156554166370178,2.2929150918527164,0.1494396311946499,0.0824366463113717,0.4754341276598929,0.2678463440098123,3.457799497077781,0.857786509487066,0.4590696985615724,0.1630716294157086,56677.73034728,60489.22807277,56677.69743038,60488.87681084,22,22,0.5348129817617003,0.0489336441511456,0.0839083300395439,0.3143224739254588,0.0359527688592958,0.0741835498369837,0.0304517424856315,0.0163590722315045,1,3.0,2919.0291369500046,365.5506637100043,2919.0291369500046,3811.179380460009,0.268
100512.45+411813.6,2.294528746535915,1.7546833923239944,-1.5913850037094892,1.2169718252683444,0.1266319717442209,0.0968386288872096,0.3061708422399714,0.2414325904346141,1.819698664467904,,,,0.1730963691016548,,0.8487660182314481,,1.901870804904436,,0.5774684302357098,,55319.83729,60414.551376215,55319.83729,60414.3263062,23,21,0.4135990573686602,0.0795734353717322,0.0551886621317772,0.203938854034627,,0.0951236446350142,0.0114509222396417,0.0168386084679388,1,16.0,3477.577970169994,4940.025003039998,0.0,5094.489016200001,0.26847926
142038.52+532416.4,6.936303031098194,1.4283008716468248,-6.801462864943504,1.4005350249143107,0.4824908047079201,0.0993529310695054,0.6322669632484024,0.1428466473353923,4.385525920640605,1.2994387340767726,-5.285143356887488,1.5659968992008502,0.3145961850343003,0.0932153807374234,0.6480993309670073,0.2078287737356695,5.852108793392448,0.7133735455515456,0.6401831471077049,0.1260931836455029,55362.01447305,60459.22797178,55362.01447305,60459.29221401501,24,24,0.7631124710818731,0.0709392691379383,0.0695602257491811,0.4854135315413794,0.0595246266355907,0.0717351101617355,0.0763035822452396,0.0645216506832268,0,0.0,5097.213498729994,4365.619546889997,5097.277740965001,4365.619546889997,0.26484117
141648.88+530903.5,5.2352543386556825,,,,0.2942706636338366,,1.9026870586846012,,2.1202976635032846,,,,0.2020784565107905,,1.106686955346508,,3.677776001079484,,1.5046870070155547,,55361.5182382,60458.171195,55361.5182382,60458.87600995,23,10,0.1546605692673796,,0.0562094302584351,0.1825976673299804,,0.0953066449061233,0.0281494739877372,0.0363410452616447,14,7.0,189.1704568999994,5096.652956800004,0.0,4366.049820710003,0.59951186
141320.04+520527.8,1.7668724426629243,1.1329739770878635,-3.317638709819412,2.1273739025210623,0.1198788289526466,0.0768700616567524,0.2835044874721251,0.1833991297296766,3.633021437726693,1.14262965390433,-6.571877971701483,2.066935959784905,0.2118231783282497,0.0666209790090237,0.9248645622841364,0.3186732896221691,3.822352640477628,0.8436222696547705,0.6041845248781308,0.1838395402954827,55362.0803066,60459.38790867,55362.0803066,60459.09987019,24,24,0.4228463190179078,0.0361337805101665,0.067848038182073,0.2290315652327627,0.0322317576863661,0.058304962400881,0.0280901398661696,0.0263536010413986,0,17.0,3110.8837799899998,0.0,2746.7347447400025,4729.9482752600015,0.6
142554.48+351919.8,3.518103486844196,,,,0.2184347710992094,,1.5586904352251507,,2.1439877406146337,,,,0.2936434182443114,,1.687810962517806,,2.8310456137294144,,1.6232506988714783,,55207.3805312,60478.35705454,55207.3805312,59748.11834859,20,9,0.1401399316777464,,0.0620887850275119,0.1739788547209495,,0.1369613326987263,0.0341038768347512,0.0735439642852343,12,5.0,0.0,2188.954384639997,175.00476784999773,4540.737817389992,0.5998753000000001
121938.27+552318.3,3.4717544645836265,1.4300200176320832,-3.3962506985140752,1.3989199217043553,0.2092247738820915,0.0861799467353231,0.8758575015414832,0.4256430046021118,1.0614545925033938,1.3222114251993529,-1.2271003323939376,1.5285496815559731,0.0925064892163663,0.1152316244244515,0.3390603654304461,0.4326197592794788,2.289140021998758,0.7109255138586229,0.6074589334859647,0.3034517356540194,56798.73794932,60431.60098463,56989.366125985005,59700.80990877,17,11,0.2388799245469292,0.0616046318293379,0.0602648534095524,0.2728319162250854,0.075386247378726,0.0871506797084874,0.0390521634328374,0.0299139728966434,8,10.0,552.811906349998,1284.2217477400045,718.5734737599996,2171.0696634900014,0.6
142628.80+021305.7,2.326006975784885,1.3283438597420432,-2.6602533804183026,1.519226416784175,0.2477301025700238,0.1414745372855627,0.3340086215787046,0.1953023272597517,5.172280698200725,2.383204885354898,-2.390973040145074,1.101676216452795,0.2188010246478442,0.100815810526833,0.3984677625455989,0.1952403036367496,3.1373785236372465,0.8278700957368882,0.3662381920621518,0.1380776730659643,55220.2229828,60494.04125198,55220.2229828,60494.07289569501,25,25,0.7416877486548639,0.093122747026101,0.1065044538339916,0.5491059634286113,0.0915112889079536,0.0423026199494467,0.0319425836497557,0.0360999813413087,0,3.0,363.8369712999993,3814.251231300004,5273.849912895006,3652.8437858399993,0.59876657
