Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd
092852.16+313036.8,1.3729046562926177,1.1123744036814422,-2.8178717925595818,2.283136298309076,0.11700233685836336,0.09479930313851105,0.39347132750692276,0.3235036188482475,3.1767293609392304,1.4214024945524504,-3.144837237073981,1.4071326152936023,0.17487806566844166,0.07824781104744079,0.6220470653175029,0.304313323625612,2.6280857617163527,0.8081806504104241,0.5077591964122128,0.22207047887099865,55316.4281953,60411.30438542,55316.4281953,60411.33653824,23,23,0.29735924495363597,0.04152152598542662,0.08522247799371274,0.2811331737079751,0.05560798619617964,0.0550497212065737,0.017484853683280732,0.026054875103909803,0,4.0,0.0,3635.192509319997,0.0,4940.172336069998
155733.58+434806.4,1.7215456403468588,,,,0.11805679114566184,,0.5617088895639474,,1.8222670209608982,,,,0.23356947934278396,,1.0261686499215008,,1.7719063306538785,,0.793938769742724,,55224.3831189,60499.02971229,55224.3831189,60498.61471845,25,25,0.2101743328956551,,0.06857604490919894,0.2276131504900792,,0.128175221664068,0.018322818397767227,0.021525924371136262,0,7.0,0.0,3447.942738360005,180.16433540000435,5274.231599550003
091639.26+311606.4,1.9853222528972376,1.1158120562025173,-4.010657542714515,2.254112667568058,0.14809288780628133,0.08323274944959208,0.33601182696923904,0.19093561321642938,1.5252862828704734,1.3443165054564328,-1.6977131829035697,1.4962855687741428,0.1872361095312483,0.16502121292706876,0.5332051902176327,0.4988891005019087,2.304744815346449,0.80514431288054,0.43460850859343586,0.2670892842262384,55314.17870245,60408.95876172,55314.17870245,60408.958698040005,23,23,0.44073712863636444,0.03692483993685691,0.07459387894845038,0.35115207609818305,0.11028724487549871,0.12275473242890778,0.01754272596577655,0.030592168543087328,1,1.0,4363.6464433500005,1821.024818109996,4937.1516931399965,3477.8100532099998
141929.16+001550.3,2.9319209566156146,1.059756148686396,-8.357051031206506,3.0206940590343456,0.20386416496263793,0.07368762852507478,0.6025046443213304,0.2220678202884228,4.160358840807026,1.302493552218983,-4.985095916834064,1.5606959729488203,0.20942992374697494,0.06556673012110516,0.6722697037713553,0.22916455543321976,5.108606686365803,0.9480221867958413,0.6373871740463428,0.1595544658373407,55219.4624559,60493.01872951,55219.4624559,60493.018538464996,25,25,0.3383611510451896,0.024394270682490508,0.06953262655414938,0.31152664261396473,0.04201121247030684,0.05033938940381155,0.02821622296454257,0.03065905315318901,2,7.0,3446.9345560550064,4542.480958530003,4748.29456527,4178.394834699997
153807.06+423623.4,4.93384770031481,1.4786212240276466,-4.529858966084126,1.3575501344876435,0.2282538501249483,0.06840523010859038,0.46455641511610274,0.1471485942699192,4.125139263934693,1.2802152366675152,-5.160654921734908,1.6015820653013542,0.24096283991005446,0.07478154781840857,0.5100991867915311,0.16614202716925436,4.687375213017134,0.7173422847516313,0.4873278009538169,0.11096833105386707,56684.12310215,60494.04914698,56684.221916495,60494.11307058,22,22,0.4913372040463648,0.05038873215124934,0.046262848792512246,0.47238428554588524,0.04669229847072348,0.05841326183015122,0.029846036288864397,0.047139392208873865,0,0.0,1982.9037222400002,0.0,1982.9037222400002,0.09881434500130126
121330.33+525618.6,1.46136140514945,1.0352743893296354,-5.454015872353436,3.863796410489846,0.1093857417462416,0.07749230039103727,0.24682051384153966,0.17521181872344022,3.456117333463464,1.2378740570254474,-4.736931641255047,1.6966220249057364,0.12361390065365346,0.044274666032109194,0.32641625969919746,0.11905625242557771,3.7771065630553493,1.1294792561001272,0.28661838677036855,0.10591691633303738,55336.445265400005,60432.98005494,55336.445265400005,60432.98005494,23,23,0.44317929674381906,0.020055999891881705,0.07485194378392318,0.37870019332850463,0.02609577465232368,0.03576669676598532,0.03134746828688462,0.028902421712478477,1,1.0,3478.5632573199982,0.0,4574.216089104993,1463.7398090200004
022938.45-002437.5,2.2181553943688024,,,,0.22287279448945901,,1.171799236577778,,,,,,,,,,2.2181553943688024,,1.171799236577778,,55216.38540245,59949.23123328,,,13,7,0.19019708114877737,,0.10047663705404175,,,,0.02761049526544726,,8,3.0,0.0,3270.066459789996,,
103406.80+315542.0,2.9045997406892177,,,,0.2186528395998688,,1.259760749053195,,,,,,,,,,2.9045997406892177,,1.259760749053195,,55329.4282609,60268.91272009,,,12,3,0.17356695687193213,,0.07527813093723743,,,,0.055918718180954036,,7,0.0,190.54882010000438,1654.8816465350028,,
114338.76+541535.0,1.536388921456487,,,,0.10949707435021258,,0.5999810559210018,,,,,,,,,,1.536388921456487,,0.5999810559210018,,55329.697572100005,60426.81956979,,,14,2,0.18250088610236023,,0.07126911215059403,,,,0.0176329057900787,,11,0.0,190.605494849995,1655.7252069899914,,
122147.47+555655.4,1.731904293221046,1.0366256902616098,-6.341257234236318,3.795538924001998,0.14884499562508297,0.08909068874982272,0.2985071031593325,0.17922217267640492,5.814135682810384,1.503896606656921,-5.1761428083502885,1.338872023242306,0.22772309411206543,0.05890333614075702,0.7123803477687622,0.20872556520052213,4.76586000465451,1.1049601758508016,0.5054437254640474,0.13755630551444062,55334.36214705,60431.76168542,55334.36214705,60431.72959624,23,23,0.49863133590370473,0.023472474010590813,0.0859429682157879,0.31966504245283317,0.0439947471589649,0.039167144789092834,0.01860740410030315,0.022095604132227664,1,3.0,2182.359701039997,1464.474552724998,4574.962859259998,2017.056550109999
123925.26+533433.5,8.244701610113273,1.1696171650900367,-13.590908485820194,1.9280455019359692,0.2545793067484916,0.036115355185749015,0.9101424239183873,0.1427782807648448,4.592083613664028,,,,0.1448821241812948,,0.566908343638384,,8.809231236532499,,0.7385253837783856,,55342.0686909,60436.701189654996,55342.0686909,60436.797393465,23,23,0.27971370200771983,0.018731588621474563,0.030877928491216067,0.2555653410416399,,0.03155041074386998,0.023660685110796775,0.030157896691808794,2,5.0,2903.850993085005,4363.244780200002,190.07140525000432,4363.407709129999
123228.59+570509.2,1.8217733091494777,1.2188030338374451,-2.6146182587619724,1.7492322728087566,0.15289736790830843,0.10229141844185186,0.29718048200103914,0.2016686110065445,2.2556691769320065,1.2247790654931014,-3.1897307839097744,1.7319541041941335,0.18131805546349355,0.09845174141611195,0.48103072124588114,0.2710759558685269,2.4704478821883074,0.7518744558531741,0.38910560162346014,0.16893223679581149,55335.2554853,60432.499799845,55335.2554853,60432.499799845,23,22,0.5144933034591882,0.05847789343470189,0.08392776814788822,0.37693653950807016,0.05684431312452179,0.080383266002734,0.03621524471310844,0.03910492941327268,7,11.0,2906.148604700007,3637.0370632900012,3112.0592806600034,3843.6593816400054
122432.02+452954.4,1.6250529531401197,,,,0.1556841566337684,,0.845015354355482,,,,,,,,,,1.6250529531401197,,0.845015354355482,,55346.0362733,60076.50952733,,,10,2,0.1842382577207881,,0.0958025129783845,,,,0.04783173691824101,,6,0.0,189.64344490000076,3998.6246551799995,,
153837.03+435132.3,3.055295809951801,1.1067894946805281,-6.44137267574617,2.3334053565669417,0.18089221127196836,0.06552871196733767,0.716125487195822,0.27136071040709925,4.191452671254659,1.515294447849352,-3.681649317553603,1.3309902812638443,0.19009925932568747,0.0687247059168778,0.8659349646119714,0.37347529488459996,4.342442618626558,0.8191999121128933,0.7910302259038967,0.23082484216488944,55219.3545368,60493.28282816,55219.3545368,60331.7198141,25,24,0.2525984823976863,0.028082866863624496,0.059206120298650244,0.21953064270926123,0.05163426576760585,0.045354027406632656,0.03243209438904565,0.02027034152009577,1,12.0,3814.048830630003,178.67724110000563,3082.5803811600053,2721.7913628000024
135929.42+225638.7,9.7803029758115,1.3214870377014125,-11.321069163707774,1.5296710326624279,0.3658420298538325,0.04943154639420556,0.5580834423833956,0.08026852341860977,4.147305408407742,1.6121190568209203,-3.2798318888532068,1.274919247680679,0.2871687807225792,0.11162675962767754,0.6383251595377799,0.2774891756448155,7.1321273591950565,0.7207014118400228,0.5982043009605877,0.14443275117839718,55208.3756181,60476.596289915,55208.3756181,60476.91597162,25,25,0.6555328505920879,0.03231514838073962,0.03740600171166758,0.44987852418432334,0.08755594507710812,0.06924225549929557,0.07753350623465971,0.052217458830444596,3,9.0,4173.210994749999,1639.2775514950044,4744.010926560004,0.0
150301.50+345923.5,0.8712360428883049,1.031479140674318,-3.4452299658761056,4.0788978757653265,0.1277060122702948,0.15119448841764144,0.5152658079585706,0.6148848689515003,3.1459959335034395,1.3513661860756478,-3.4611310254428727,1.4867328287205228,0.2444876714178088,0.10501996157969262,1.115736799570869,0.5992154765340747,2.7308982419276804,1.1655986168980161,0.8155013037647197,0.4292850420709595,55216.27977475,60488.968494025,55216.27977475,60489.00045609,25,22,0.24784491867654232,0.03706748563526434,0.14658026755519238,0.21912665380566715,0.07063808611132401,0.07771391844920245,0.024279114370964805,0.019095165991265733,7,15.0,3810.3539978199988,2357.638863369997,4388.224852530002,5272.720681339997
103442.44+064719.6,6.085062439196173,1.1429072835811203,-10.99603633794029,2.0652951628241243,0.555405899181578,0.10431732687403614,0.3830282165739942,0.07316779527555557,4.316696809143725,1.1157576415131365,-8.722555719020939,2.2545614453177794,0.3877400595732021,0.10022106103749637,0.44611348366589815,0.11754480766055843,7.530087826325282,0.8623965008102368,0.4145708501199462,0.0692284408199464,55341.1328857,60435.761371365,55341.1328857,60435.761371365,23,23,1.450039122833875,0.05050964566797833,0.09127365655346442,0.8691511773797609,0.04445257468836483,0.0898233248051803,0.05540763844626939,0.04452479914105545,1,1.0,1462.1027540249997,5094.628485665002,2014.2301165200042,5094.628485665002
103535.38+331005.9,14.180863094259005,1.6379558123920397,-10.931345139654834,1.2626213362154108,0.888266053736234,0.10259887116862612,0.9010804952784145,0.12786512757718482,18.225125237521073,3.247742466271267,-5.898181828823514,1.0510641408281023,0.6921459393287573,0.12334136148416258,1.0315787978238196,0.2575746262421504,12.308878825064607,0.9978000437641472,0.9663296465511171,0.1437829778990834,55329.19701515,60426.55839958,55329.19701515,60426.55839958,23,23,0.9857788048800001,0.08125862301373477,0.06263836325278682,0.670957895595453,0.11734903389148599,0.03797756834635069,0.20970092095644444,0.12905340661220743,4,3.0,4939.32732407,2182.506889425,4939.32732407,2182.506889425
113836.48+552524.7,4.151666917160157,1.6796505493959186,-3.0763842999514748,1.2446206987869346,0.18677971614369432,0.07556594955632069,0.7196975045145815,0.3363445502983464,1.7976950559132576,1.0422241764501061,-6.121864651573983,3.5491866787075232,0.14475122870224283,0.08392036771091585,0.6872273361349908,0.40582426074052064,3.786902731149718,1.06222831721301,0.7034624203247861,0.2635436335414816,55327.87849375,60425.98525156,55327.87849375,60267.55033041,21,13,0.25952530746882707,0.06071403892765949,0.04498908989342918,0.2106307783336046,0.02364495736850799,0.08052045769726329,0.03548533412205329,0.04150773561623994,7,11.0,5098.106757809997,2748.6010980199935,190.47355665000214,4939.671836659996
143335.68+350133.1,20.55986290973878,1.581976825145458,-16.77224505265964,1.2905389056071885,1.1309213028506588,0.08701863918195656,0.7258596098092932,0.06407928363618906,11.863950998181867,1.0746189312060666,-30.153356604834983,2.731245927425773,0.8119531687079447,0.07354550322064092,0.5776111034128496,0.05347633687281626,19.837353891353818,0.8938208540295366,0.6517353566110714,0.041730903407013895,55209.6963732,60481.96963024,55209.6963732,60481.96963024,25,25,1.5580441280481063,0.06742814091374871,0.055006266715667884,1.4057090729566502,0.026927455518426457,0.06843868192243674,0.17488073601569898,0.1844036941096574,0,0.0,362.6198226999986,4015.9056417050015,362.6198226999986,4173.98443746
113151.82+525653.7,2.57346608766256,1.166788522481508,-4.280821366973814,1.9408894726548966,0.17710322834617664,0.08029715841969005,0.540066052925198,0.25416426849018764,2.580896636248963,,,,0.13473133643904378,,0.626280092604714,,3.145061363628446,,0.583173072764956,,55328.737961549996,60425.92056384,55328.737961549996,60426.30576112,23,22,0.3279288290514093,0.04137131946511796,0.06881894779776826,0.21512952116790574,,0.05220330583826105,0.023256983512597862,0.025325788483908707,0,12.0,4208.145462070002,1823.6672108950006,0.0,2748.462236150008
115226.45+562851.4,6.142590449475139,1.9858027519745278,-3.5803541760670963,1.1574721177260068,0.19518893954601002,0.06310151010288761,0.277968505928344,0.09241783351083506,1.9316469118139517,1.3120859417957722,-2.273990545014514,1.54462547354898,0.1307823693705945,0.08883492486976141,0.34029357563710794,0.23668999201787327,3.4821455205926757,0.7661018064386598,0.30913104078272596,0.12704645633808262,55329.201917700004,60426.43488183,55329.201917700004,60426.467034639994,23,23,0.7021980382062663,0.05451665671814032,0.03177632322250756,0.3843221815919968,0.05751227491131006,0.06770511141074986,0.026014894015140344,0.032460102524104584,3,7.0,3634.948771424999,2748.9138403399993,2017.5611620899945,3270.7736461899985
115443.89+543842.3,3.8192325309992863,1.5303362578859403,-3.2969421102433416,1.321058618584885,0.21380582622599936,0.08567030296406129,0.6522885894878268,0.2914915636331052,2.948142372865255,1.3148160931874733,-3.453518157682537,1.5402041955738643,0.18183307413129246,0.08109413383222018,0.7591270581897885,0.3774448500674126,3.379458792947605,0.7153711999246376,0.7057078238388077,0.23844912796636736,55331.25236685,60428.64865329,55331.25236685,60428.712831625,23,23,0.3277779646488657,0.06484973623337861,0.055981358686756355,0.23952916994539875,0.05265154715541165,0.06167716858076011,0.04476709672504253,0.0239229743306264,2,14.0,2906.387998215003,4938.9474860550035,3634.533023200005,4938.7536140349985
162908.97+325204.7,2.3440501383681718,1.490259384202175,-2.1214443631590263,1.3487349602775347,0.12983968540096819,0.08254721451707252,0.36852540538227213,0.24288333783954266,3.109667820193505,,,,0.1728181863606219,,0.756295780917318,,2.5250541072402344,,0.562410593149795,,55243.275363249995,60519.05639678,55243.275363249995,60518.8014666,24,24,0.3523222103677906,0.06120343651512261,0.05539117243087516,0.22850608283310686,,0.055574484592334356,0.03264512173835632,0.025678483585377054,0,10.0,178.53501520000282,4017.76113299001,178.53501520000282,5275.526103350006
142509.20+353527.5,3.152451392016075,,,,0.2382633190111383,,1.230489154970368,,,,,,,,,,3.152451392016075,,1.230489154970368,,55207.3143788,60318.9188307,,,18,6,0.1936330101315489,,0.07558033079100475,,,,0.023176724468562476,,12,2.0,362.555013600002,1639.7820705799968,,
120554.96+562943.5,3.94545477709543,1.4338877399725745,-3.839353573053498,1.395327618448623,0.3420896825792672,0.12432488256338123,0.44010231508699493,0.1677128224936316,2.435247437251936,1.1730368041333696,-3.9713696391484232,1.9129730631380655,0.16657507019973572,0.08023771424881904,0.3347437785910518,0.1636930995538661,3.547856356637322,0.751600562873676,0.3874230468390234,0.11717830608770155,55331.45126845,60428.68125177,55331.45126845,60428.68125177,23,23,0.7772958033898241,0.08910085410737462,0.08670475316691051,0.49761961492116735,0.041943985409389956,0.06840170228767717,0.05074134346891268,0.031806772161941166,4,3.0,2182.551084890001,5097.229983320001,2182.551084890001,4208.044875270003
160723.85+444701.9,1.2425725794872844,1.405665210415028,-1.2578251945037595,1.422919792280467,0.10506433269652815,0.11885444743028072,0.14604134813289232,0.16607773616600305,3.0335553138641242,1.3051880734355428,-3.6167205805490554,1.5560951023729825,0.14613881916944765,0.06287627028727386,0.45506182295565784,0.20399077524179357,2.287668417101056,0.7126334652936152,0.3005515855442751,0.13152381042398031,55226.86417525,60501.4560077,55226.86417525,60501.008924715,25,25,0.7194149741819929,0.08352856434711375,0.08455387993502983,0.3211405830976239,0.040406444433499,0.048174107293035284,0.01734712743530098,0.01779482263980603,0,2.0,4910.128677090004,3083.578563810006,2191.167673720003,5274.144749465006
154548.42+432054.7,4.225247600665495,1.5187273465638105,-3.696511086712099,1.328677749768261,0.3504409497525405,0.12596285568238647,0.31947384027751247,0.11810480292561637,3.2258867077040385,1.244754622267368,-4.352103575731905,1.679321542675715,0.21593041736602747,0.08331984643558167,0.26425222759956785,0.10322017836017076,3.8749372427033846,0.7263544343707452,0.2918630339385402,0.07842695597625243,55221.6704351,60495.51811663,55221.6704351,60495.51811663,25,25,1.096931596803445,0.09480316480377282,0.08293974291526596,0.8171375481959442,0.04961518346440408,0.06693676403772769,0.06267380173370607,0.048750903776001775,0,0.0,2190.1996364000006,5112.596396254994,2190.1996364000006,5112.596396254994
123455.23+573242.2,15.015225022487908,2.709818650722949,-5.961842242379963,1.0759420039908472,0.35511035072099034,0.06408726143013634,0.7645108075608034,0.16925565046062044,4.311101013697738,1.2728471808252586,-5.474485949816127,1.6163351277436577,0.250838360559158,0.07405971213991587,0.5616837313141507,0.17556425660081282,7.690663557095434,0.8920989122103663,0.663097269437477,0.12193264883599036,55335.1893971,60432.275175714996,55335.1893971,60432.275175714996,23,23,0.46449356530875147,0.05956386235728883,0.02365001857708765,0.4465829194879487,0.04581952768872902,0.05818429207809439,0.12326119997542073,0.05115506390473512,1,1.0,1654.6363559899983,3843.3984017449984,1823.2552848849955,3635.0106711499975
013921.52+323909.7,13.670868708936334,1.7375155251947343,-9.621266261302507,1.2228264243455003,0.49600682281409325,0.06304058458835532,0.37783864732833256,0.05026201663150547,3.7286639572187674,1.621793717521894,-2.9203225408162092,1.2702031623590004,0.3687120854270295,0.16037244186681424,0.38618193605083195,0.1755626685008484,7.485280367068455,0.7398435476601888,0.3820102916895822,0.09130788696356482,55216.5572452,60520.28507943,55216.5572452,60519.297192665,25,25,1.3127477200157225,0.051553174950481506,0.03628202664910862,0.9547626416645677,0.12625731585250755,0.0988858448113018,0.07587111576856564,0.05302182919738274,0,1.0,4205.605827694999,4937.11698115,3841.550209519999,5097.082911739999
083540.72+325122.7,3.8687093850714795,1.122773326746251,-7.578134064319126,2.1993191907247556,0.3498045616018661,0.10151996240820876,0.18795077489759565,0.05474572376726571,4.214340818675448,1.7540328125475366,-2.924488897239606,1.217189047207022,0.21177280553839473,0.08814105590927039,0.13917650319739722,0.05830349795457095,4.646418291326415,0.8160807684474772,0.16356363904749643,0.0399887238622978,55303.4283749,60400.85917193,55303.4614191,60400.85917193,22,22,1.8611498771018953,0.04615972198867335,0.09041892961815301,1.5216132082154163,0.07241361242242528,0.05025051713898976,0.08815162286224631,0.03761276205028674,2,1.0,1655.867360795004,4001.909910079994,2906.425358769993,4575.828693484997
165052.00+355704.8,3.9212160532508706,1.3681104684459373,-4.199820305896783,1.4653153634127496,0.28846312890413506,0.10064465233616347,0.4776053926826629,0.1752644066967285,2.8856217638764936,1.449556583957188,-2.7498150566645205,1.3813357557637507,0.11062245166926227,0.05556982732735175,0.3519729959826182,0.18245882547246303,3.4391182949221673,0.708350995639249,0.41478919433264055,0.12649983720102861,55249.0641361,60362.07505352,56713.699179229996,60362.043091675005,23,21,0.6039779561195191,0.06868463598290542,0.07356471181050728,0.3142924398516221,0.040229051550632444,0.03833574207613891,0.041345219053637416,0.012852828044091935,0,0.0,4381.9911941850005,0.0,4017.5935720299967,2922.097087604998
145959.64+351104.8,4.203658281446249,1.351355280627176,-4.624822135264309,1.4867473510003455,0.2439831398503568,0.07843356484898291,0.317088126280811,0.1042272789842739,5.309849991714748,3.4011206609113893,-1.633404027117145,1.0462450338356812,0.16149248504265468,0.10344085582785387,0.2597392800875454,0.17142118137944742,3.942933608885613,1.0216050240029673,0.2884137031841782,0.10031020275873123,55215.386495,60488.42546205,55215.386495,60488.393500275,25,25,0.7694489942341362,0.052755140136089396,0.058040669225476516,0.621748412439672,0.0988686708013563,0.030413756564618644,0.051323751243476434,0.02927942015002505,0,0.0,3082.096695090004,1640.6245417050013,3285.518817215001,1460.7668972300016
121908.03+551555.2,3.8085906960725304,1.270529323849375,-4.859522206168381,1.6211155137255933,0.29890710533576914,0.09971411284170094,1.4143482377157357,0.6261495291920651,,,,,,,,,4.334056451120456,1.029837398767755,1.4143482377157357,0.6261495291920651,56799.00102911,60432.27485737,,,16,7,0.21133911533592573,0.06150956671344246,0.07848233879371867,,,,0.048479761156241516,,11,5.0,717.6551125600017,2014.8296180700054,,
162618.85+433349.1,1.4961203211426124,1.3757391955316303,-1.5835212282817188,1.4561076338029981,0.09132512695225634,0.08397690674314756,0.3894133306636382,0.3706643202941566,,,,,,,,,1.5398207747121657,1.001612172367801,0.3894133306636382,0.3706643202941566,56878.6104883,60145.87720515,,,11,2,0.2345197756754245,0.05767218356229639,0.06104129839136854,,,,0.011573651233516946,,9,1.0,1644.4405150199964,1278.6083970550026,,
090617.42+321558.8,2.914161256033967,,,,0.1867781418003976,,1.0747751422359457,,,,,,,,,,2.914161256033967,,1.0747751422359457,,55311.8302701,60042.59763051,,,9,5,0.1737834589399111,,0.06409327603737126,,,,0.051621234682901224,,6,3.0,191.34996574999968,2018.3469884400038,,
