Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,SDSS Redshift,DESI Redshift
122407.54+552113.3,2.2402857832233782,,,,0.15260567478305467,,0.8020305783765332,,,,,,,,,,2.2402857832233782,,0.5320461425167977,,2545.9116713699987,,2.202,2.200111305115602
164327.68+301656.1,6.916784378280905,,,,0.1415939829524569,,0.615835613449633,,4.605810962664705,1.083828622144029,-11.01993278871145,2.593184711080471,0.1730796191373557,0.04072868961654553,0.7467079512427801,0.1999418857033448,7.51417604321902,,0.6812717823462066,,2182.4625160700016,4911.502312535005,1.6362720727920532,1.6382942056605714
023657.09-034629.3,7.607967687049122,1.7559169257684655,-5.271067326895489,1.2165609420129981,0.25752357489632627,0.05943637283247346,0.469934619375835,0.11157932630661889,4.165132075229162,1.183023279792746,-6.589408426739428,1.8715909671282966,0.20958257136416447,0.059527778827755326,0.5024117804801921,0.14728680235666602,5.9083938789783,0.7691578838492602,0.48617319992801356,0.09238959385056648,1655.184873380007,1255.3130624100013,0.8189619,0.8182883757996736
155156.37+433513.4,4.191430026177282,1.3999863413590963,-4.277945569159187,1.4288835381948977,0.24873393845743283,0.08308002621970323,1.2267486066973543,0.48532033925396534,,,,,,,,,4.234687797668235,1.0002087184328576,0.8645801935887731,0.25358885713001844,2720.960484479998,,2.239132881164551,2.2388563573205458
143428.81+340434.9,,,,,0.18300610057900163,,0.872340856244864,,,,,,,,,,,,0.6873763183625281,,187.58266845000617,,2.274,2.275361061346316
163100.78+333014.6,2.5309229736403758,1.4296300717462642,-2.4772025299715263,1.3992852676821281,0.14639534394124015,0.08269362135545293,0.6387746043700295,0.41029821321279464,,,,,,,,,2.504062751805951,1.0002301488149457,0.5705931924251109,0.2179667554433838,1826.9229674449962,,2.0359890460968018,2.030420490237894
074024.87+304719.5,2.4086444360201824,,,,0.15984353342677898,,0.7143566242310498,,,,,,,,,,2.4086444360201824,,0.608384202355621,,1632.02914169,,1.20797,1.207695895302639
101421.07+323146.9,3.711892785961974,1.1907931105608072,-5.7413417146085175,1.8418501161960104,0.248833004138818,0.07982682800787361,1.1575195849173843,0.4395910675023581,,,,,,,,,4.726617250285246,1.0966312145259156,0.8299656826987882,0.23180471779944123,916.4167578400011,,2.098767042160034,2.0998824680295147
141721.79+534102.6,33.25271350210715,1.40794162891627,-33.55097151144588,1.4205700680203175,0.686819458655836,0.029080384893401614,0.4113986983585757,0.018217630350332782,22.00552759367894,1.6021001913252055,-17.580668927286048,1.2799508183625972,0.4537519196632851,0.03303515601759739,0.32308975664124223,0.02406856409943586,26.597470383629506,0.7161231593213381,0.3672442274999089,0.015092861171676651,2553.991468084998,2716.5810497949933,0.19328955,0.1932052629813797
143857.12+342719.2,7.075488578865449,,,,0.1865690239392301,,0.7904239328765801,,2.9519900794086675,,,,0.3348770886588498,,1.673362909393154,,5.013739329137058,,1.2318934211348669,,5272.190728209993,4002.1971968900034,0.57133895,0.5713808611484498
